Broker,TradeID
AXA Advisors,330e9871-150c-439c-965f-6bef4f905280
Charles Schwab,aa89a7c7-00d9-478e-852f-9bdcf5f87ac1
TD Ameritrade,41d8c096-80bd-4475-810c-b76b301c5520
Fidelity,7b004da9-6149-4d50-a241-b781cc28b0d3
Wells Fargo Advisors,4b6f18fe-bf67-4517-b03f-397387c9bde6
LPL Financial,91082386-7c78-4a46-97ce-c06007edcc60
National Planning Corporation,4c6e5763-cffc-4c98-9da2-0604d194caa7
Fidelity,7abb22ef-1e5c-4b0a-be2a-d7f9198011de
Raymond James Financial,cab149cd-c9ce-4efd-9a4b-823e3d7db9c8
TD Ameritrade,9a867d2d-ebea-4cad-ac19-26448b29cb5e
Ameriprise Financial,b59ce34b-aad1-49cb-ac72-36fa0b652233
Charles Schwab,8d4cae60-15fe-4b0e-a2ce-3a4538705547
AXA Advisors,ea15f09f-d545-4ff0-bb43-9e279b868d96
Wells Fargo Advisors,b30a6098-c01a-40c8-bc6e-a3283b745add
Wells Fargo Advisors,90a93cc0-6386-431a-9aa7-1d339574f643
Wells Fargo Advisors,da2adc38-bdf6-428d-8673-43de18fd8b82
Fidelity,9ae3eb49-db03-4433-bcd1-741603030785
Charles Schwab,64ddaf4d-d84b-496f-850a-76a85f95090b
Wells Fargo Advisors,98841535-3963-49ab-a8d3-516a289e8cb9
Edward Jones,cf1cdc78-f903-483b-9844-6862a31fb58c
